building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone,priority_score,priority_level
B096078,unknown,,,17.3814249,78.4514355,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096079,unknown,,,17.3814281,78.4514925,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096080,unknown,,,17.381276,78.4515019,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096081,unknown,,,17.381314,78.4516863,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096082,unknown,,,17.3812726,78.4517792,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096083,unknown,,,17.381269,78.451788,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096084,unknown,,,17.3813171,78.4517471,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096085,unknown,,,17.3814657,78.45193,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096086,unknown,,,17.3813071,78.4519175,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096087,unknown,,,17.3811292,78.4519292,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096088,unknown,,,17.3811954,78.4517839,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096089,unknown,,,17.3811916,78.4517174,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096090,unknown,,,17.3809675,78.4518669,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096091,unknown,,,17.3810594,78.4518145,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096092,unknown,,,17.3810691,78.4519345,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096093,unknown,,,17.380924,78.4518725,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096094,unknown,,,17.3808669,78.4519135,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096095,unknown,,,17.3808948,78.4519318,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096096,unknown,,,17.3807202,78.4519055,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096097,unknown,,,17.3807994,78.4518824,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096098,unknown,,,17.3806687,78.4517851,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096099,unknown,,,17.3806683,78.4517325,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096100,unknown,,,17.3808015,78.4516966,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096101,unknown,,,17.3808879,78.451692,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096102,unknown,,,17.3808391,78.4516919,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096103,unknown,,,17.3808203,78.4517822,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096104,unknown,,,17.3809121,78.4517722,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096105,unknown,,,17.3809672,78.4517138,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096106,unknown,,,17.3809062,78.4517216,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096107,unknown,,,17.3809451,78.4516778,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096108,unknown,,,17.380946,78.4513959,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096109,unknown,,,17.3807088,78.4513104,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096110,unknown,,,17.3807665,78.4515714,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096111,unknown,,,17.3807755,78.4516588,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096112,unknown,,,17.3806399,78.4516711,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096113,unknown,,,17.3806181,78.4515647,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096114,unknown,,,17.380601,78.4515116,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096115,unknown,,,17.3804222,78.4513435,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096116,unknown,,,17.3804135,78.4514625,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096117,unknown,,,17.3804782,78.4515233,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096118,unknown,,,17.3804799,78.4515422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096119,unknown,,,17.3804417,78.4517231,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096120,unknown,,,17.3804401,78.4517744,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096121,unknown,,,17.3805216,78.451656,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096122,unknown,,,17.3801136,78.4520205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096123,unknown,,,17.3800699,78.4520342,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096124,unknown,,,17.3800262,78.451992,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096125,unknown,,,17.3799442,78.4519948,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096126,unknown,,,17.3798765,78.4520001,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096127,unknown,,,17.3797842,78.4519511,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096128,unknown,,,17.3797914,78.451895,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096129,unknown,,,17.379809,78.4517099,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096130,unknown,,,17.3799546,78.4516872,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096131,unknown,,,17.3800364,78.4516217,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096132,unknown,,,17.3800364,78.4516217,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096133,unknown,,,17.3799757,78.4515931,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096134,unknown,,,17.3799719,78.4516016,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096135,unknown,,,17.3799709,78.4514016,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096136,unknown,,,17.3800209,78.4514105,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096137,unknown,,,17.3801748,78.4516536,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096138,unknown,,,17.3802737,78.4516107,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096139,unknown,,,17.3802502,78.4513021,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096140,unknown,,,17.380385,78.4514053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096141,unknown,,,17.3803697,78.4513568,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096142,unknown,,,17.3803612,78.4512916,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096143,unknown,,,17.3800867,78.4511716,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096144,unknown,,,17.3801575,78.4510436,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096145,unknown,,,17.3802883,78.4511064,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096146,unknown,,,17.3802782,78.451021,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096147,unknown,,,17.3801359,78.4510071,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096148,unknown,,,17.3801045,78.4510137,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096149,unknown,,,17.3800431,78.4509585,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096150,unknown,,,17.3799768,78.4510037,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096151,unknown,,,17.3799926,78.4509604,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096152,unknown,,,17.3799803,78.4509002,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096153,unknown,,,17.3800105,78.4507567,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096154,unknown,,,17.3800088,78.4507497,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096155,unknown,,,17.3799032,78.4506671,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096156,unknown,,,17.3798395,78.4507981,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096157,unknown,,,17.3798931,78.4508483,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096158,unknown,,,17.3799953,78.4511007,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096159,unknown,,,17.3800117,78.4512942,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096160,unknown,,,17.3796118,78.4511883,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096161,unknown,,,17.3795175,78.4511542,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096162,unknown,,,17.3797699,78.4512417,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096163,unknown,,,17.3797689,78.4508202,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096164,unknown,,,17.3797707,78.4508126,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096165,unknown,,,17.3796428,78.4508196,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096166,unknown,,,17.3795698,78.4508203,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096167,unknown,,,17.3794555,78.450885,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096168,unknown,,,17.3794284,78.450902,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096169,unknown,,,17.3791714,78.4506828,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096170,unknown,,,17.3792384,78.4510268,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096171,unknown,,,17.3792857,78.451147,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096172,unknown,,,17.3792654,78.4511023,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096173,unknown,,,17.3794614,78.4511174,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096174,unknown,,,17.3794022,78.4511766,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096175,unknown,,,17.3792599,78.4515481,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096176,unknown,,,17.3792093,78.4515329,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096177,unknown,,,17.3794812,78.451577,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096178,unknown,,,17.3793971,78.4514391,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096179,unknown,,,17.3795537,78.4514374,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096180,unknown,,,17.3798054,78.4515924,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096181,unknown,,,17.3796522,78.4516565,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096182,unknown,,,17.3795411,78.4518254,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096183,unknown,,,17.3794307,78.4517884,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096184,unknown,,,17.3793729,78.4517775,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096185,unknown,,,17.3793349,78.4517704,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096186,unknown,,,17.3792907,78.4517621,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096187,unknown,,,17.3792133,78.4517475,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096188,unknown,,,17.3791397,78.4520338,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096189,unknown,,,17.3791093,78.4519654,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096190,unknown,,,17.3789652,78.4518681,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096191,unknown,,,17.379077,78.4519403,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096192,unknown,,,17.3791769,78.4516141,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096193,unknown,,,17.3790857,78.4516713,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096194,unknown,,,17.3790336,78.4514115,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096195,unknown,,,17.3789929,78.4516948,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096196,unknown,,,17.3788128,78.4513763,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096197,unknown,,,17.3788172,78.4514445,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096198,unknown,,,17.3787768,78.4514896,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096199,unknown,,,17.3786927,78.4516431,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096200,unknown,,,17.3786988,78.4516691,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096201,unknown,,,17.3786719,78.4517223,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096202,unknown,,,17.3787244,78.4517849,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096203,unknown,,,17.3787302,78.4517289,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096204,unknown,,,17.3788824,78.4517014,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096205,unknown,,,17.3788827,78.4517513,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096206,unknown,,,17.3787889,78.4517355,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096207,unknown,,,17.3787739,78.4517888,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096208,unknown,,,17.3786064,78.4520328,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096209,unknown,,,17.3784641,78.451977,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096210,unknown,,,17.3786261,78.4517188,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096211,unknown,,,17.3784092,78.4518445,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096212,unknown,,,17.3781593,78.451872,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096213,unknown,,,17.3782954,78.4516192,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096214,unknown,,,17.3782433,78.4516033,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096215,unknown,,,17.3780421,78.451559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096216,unknown,,,17.3780507,78.4514852,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096217,unknown,,,17.3781576,78.4515413,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096218,unknown,,,17.3780543,78.4514689,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096219,unknown,,,17.3780593,78.4513849,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096220,unknown,,,17.3781495,78.4514199,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096221,unknown,,,17.3782903,78.4514027,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096222,unknown,,,17.3783813,78.4514462,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096223,unknown,,,17.3786144,78.451231,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096224,unknown,,,17.3785124,78.451126,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096225,unknown,,,17.3783951,78.4510905,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096226,unknown,,,17.3784282,78.451033,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096227,unknown,,,17.3783465,78.4512849,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096228,unknown,,,17.37842,78.4513653,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096229,unknown,,,17.3783285,78.4513487,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096230,unknown,,,17.3781733,78.451232,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096231,unknown,,,17.3781694,78.451312,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096232,unknown,,,17.3781914,78.4511678,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096233,unknown,,,17.3781137,78.4509958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096234,unknown,,,17.3781332,78.4508731,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096235,unknown,,,17.3782498,78.4507386,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096236,unknown,,,17.3781671,78.4506693,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096237,unknown,,,17.378309,78.4508619,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096238,unknown,,,17.3783118,78.4507917,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096239,unknown,,,17.3783764,78.4508831,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096240,unknown,,,17.3783604,78.450938,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096241,unknown,,,17.3784355,78.4509637,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096242,unknown,,,17.3784718,78.450842,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096243,unknown,,,17.3787403,78.4507904,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096244,unknown,,,17.378753,78.4507525,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096245,unknown,,,17.3788682,78.4508562,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096246,unknown,,,17.3787049,78.4509225,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096247,unknown,,,17.3786958,78.4511044,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096248,unknown,,,17.3786415,78.4511219,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096249,residential,,,17.378879,78.4510686,60,Zone II,20,50,49.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096250,unknown,,,17.3791203,78.45107,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096251,unknown,,,17.3791084,78.4513069,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096252,unknown,,,17.3791547,78.4513053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096253,unknown,,,17.3790924,78.451314,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096254,unknown,,,17.3792222,78.4512745,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096255,unknown,,,17.3790853,78.4511434,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096256,unknown,,,17.3791893,78.4510634,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096257,unknown,,,17.3790391,78.4507459,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096258,unknown,,,17.3790384,78.4506905,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096259,unknown,,,17.3791675,78.4506266,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096260,unknown,,,17.3791475,78.450661,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096261,unknown,,,17.378959,78.4507154,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096262,unknown,,,17.3786399,78.4506815,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096263,unknown,,,17.3786748,78.4504872,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096264,unknown,,,17.3787043,78.4503345,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096265,unknown,,,17.378643,78.4503252,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096266,unknown,,,17.3788359,78.4501488,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096267,unknown,,,17.3791029,78.4501148,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096268,unknown,,,17.3791748,78.4503698,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096269,unknown,,,17.3792773,78.4502647,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096270,unknown,,,17.3791192,78.4502334,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096271,unknown,,,17.3792718,78.4501254,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096272,unknown,,,17.3791356,78.4499242,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096273,unknown,,,17.3790023,78.4499605,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096274,unknown,,,17.3791259,78.4497797,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096275,unknown,,,17.3792481,78.4498653,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096276,unknown,,,17.3792319,78.449676,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096277,unknown,,,17.3790403,78.449397,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096278,unknown,,,17.3790455,78.4495012,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096279,unknown,,,17.3786106,78.4498613,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096280,unknown,,,17.3789114,78.4499074,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096281,unknown,,,17.3787427,78.4499706,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096282,unknown,,,17.3785727,78.4499832,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096283,unknown,,,17.3785349,78.4499048,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096284,unknown,,,17.3782572,78.4495808,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096285,unknown,,,17.3780447,78.4495038,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096286,unknown,,,17.3780178,78.4496748,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096287,unknown,,,17.3782308,78.449874,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096288,unknown,,,17.3780345,78.4498898,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096289,unknown,,,17.378493,78.4502199,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096290,unknown,,,17.3786221,78.4505005,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096291,unknown,,,17.3785899,78.4507049,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096292,unknown,,,17.3784836,78.4506624,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096293,unknown,,,17.3783996,78.4506344,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096294,unknown,,,17.378269,78.4504347,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096295,unknown,,,17.3781661,78.4505488,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
