building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone,priority_score,priority_level
B095853,unknown,,,17.3804859,78.4489664,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095854,unknown,,,17.3804785,78.4491381,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095855,unknown,,,17.3805916,78.449112,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095856,unknown,,,17.3806107,78.4490558,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095857,unknown,,,17.3806825,78.4492778,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095858,unknown,,,17.380562,78.4492819,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095859,unknown,,,17.3803744,78.4493775,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095860,unknown,,,17.3802206,78.4490777,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095861,unknown,,,17.380208,78.4491116,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095862,unknown,,,17.380269,78.4493754,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095863,unknown,,,17.3800002,78.4491706,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095864,unknown,,,17.3798161,78.4490124,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095865,unknown,,,17.3801738,78.4492192,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095866,unknown,,,17.3799086,78.4489508,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095867,unknown,,,17.3798489,78.4490053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095868,unknown,,,17.3798401,78.44896,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095869,unknown,,,17.379907,78.4488034,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095870,unknown,,,17.3799225,78.4487435,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095871,unknown,,,17.3799357,78.4486968,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095872,unknown,,,17.3802042,78.4489255,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095873,unknown,,,17.3801492,78.4490296,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095874,unknown,,,17.380198,78.4489547,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095875,unknown,,,17.3802835,78.448952,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095876,unknown,,,17.3803238,78.4489614,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095877,unknown,,,17.3802945,78.4489006,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095878,unknown,,,17.3802333,78.4488268,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095879,unknown,,,17.3804828,78.4487317,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095880,unknown,,,17.380369,78.4486809,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095881,unknown,,,17.380108,78.4487409,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095882,unknown,,,17.3800205,78.4483255,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095883,unknown,,,17.3800484,78.4481365,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095884,unknown,,,17.3797682,78.4481653,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095885,unknown,,,17.3799523,78.4485132,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095886,unknown,,,17.3799481,78.4486976,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095887,unknown,,,17.3796797,78.4485338,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095888,unknown,,,17.3795586,78.4485529,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095889,unknown,,,17.3797583,78.4484799,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095890,unknown,,,17.3795089,78.4482087,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095891,unknown,,,17.3795169,78.4482747,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095892,unknown,,,17.3794125,78.4483416,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095893,unknown,,,17.3792366,78.4482605,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095894,unknown,,,17.3793311,78.4483156,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095895,unknown,,,17.3792437,78.4483422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095896,unknown,,,17.3795536,78.4485682,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095897,unknown,,,17.3795734,78.448718,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095898,unknown,,,17.3796437,78.4487583,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095899,unknown,,,17.3796453,78.4488076,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095900,unknown,,,17.379534,78.4490458,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095901,unknown,,,17.3795724,78.4490352,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095902,unknown,,,17.3795374,78.4491445,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095903,unknown,,,17.3795469,78.4491414,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095904,unknown,,,17.379646,78.4490221,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095905,unknown,,,17.3798535,78.449173,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095906,unknown,,,17.379747,78.4492729,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095907,unknown,,,17.3797222,78.449309,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095908,unknown,,,17.3796806,78.4493515,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095909,unknown,,,17.379512,78.4492572,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095910,unknown,,,17.3794073,78.449217,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095911,unknown,,,17.3794805,78.449094,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095912,unknown,,,17.3792637,78.449068,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095913,unknown,,,17.3792785,78.4492533,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095914,unknown,,,17.3792916,78.4494816,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095915,unknown,,,17.3793614,78.4496253,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095916,unknown,,,17.3794225,78.4496414,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095917,unknown,,,17.3794804,78.4495077,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095918,unknown,,,17.379872,78.4495163,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095919,unknown,,,17.3796791,78.4494512,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095920,unknown,,,17.3796825,78.4496591,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095921,unknown,,,17.3796568,78.4496665,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095922,unknown,,,17.3796225,78.4498116,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095923,unknown,,,17.379438,78.4503088,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095924,unknown,,,17.3792218,78.4505246,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095925,unknown,,,17.3793859,78.4506575,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095926,unknown,,,17.3794978,78.4506594,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095927,unknown,,,17.3793793,78.4504822,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095928,unknown,,,17.3793761,78.450384,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095929,unknown,,,17.3796774,78.4507037,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095930,unknown,,,17.3796536,78.450424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095931,unknown,,,17.3796071,78.4504148,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095932,unknown,,,17.3794952,78.4503069,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095933,unknown,,,17.3796553,78.4501289,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095934,unknown,,,17.3798822,78.4501745,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095935,unknown,,,17.379832,78.4502796,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095936,unknown,,,17.379861,78.4502152,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095937,unknown,,,17.379877,78.4505243,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095938,unknown,,,17.3798401,78.4504397,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095939,unknown,,,17.3798232,78.4505625,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095940,unknown,,,17.3802069,78.4507506,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095941,unknown,,,17.3802332,78.4501855,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095942,unknown,,,17.3804194,78.4501347,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095943,unknown,,,17.3804436,78.4500476,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095944,unknown,,,17.3802623,78.4500431,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095945,unknown,,,17.3804794,78.4498233,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095946,unknown,,,17.380142,78.4499777,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095947,unknown,,,17.380145,78.4499845,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095948,unknown,,,17.380031,78.4500414,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095949,unknown,,,17.3799593,78.450028,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095950,unknown,,,17.3799477,78.4500143,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095951,unknown,,,17.3799341,78.4499678,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095952,unknown,,,17.3798864,78.4497567,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095953,unknown,,,17.3799717,78.4498769,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095954,unknown,,,17.3800251,78.4497402,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095955,unknown,,,17.3800786,78.4499366,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095956,unknown,,,17.3799279,78.4493887,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095957,unknown,,,17.3800182,78.4494092,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095958,unknown,,,17.379978,78.4495577,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095959,unknown,,,17.3800071,78.4494544,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095960,unknown,,,17.3802493,78.449455,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095961,unknown,,,17.3800997,78.4495052,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095962,unknown,,,17.3802046,78.4496662,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095963,unknown,,,17.3802747,78.4496331,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095964,unknown,,,17.3803842,78.449664,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095965,unknown,,,17.3803915,78.4496578,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095966,unknown,,,17.3804374,78.4494792,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095967,unknown,,,17.3806483,78.4494419,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095968,unknown,,,17.380637,78.4495271,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095969,unknown,,,17.3805169,78.4496854,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095970,unknown,,,17.3805096,78.4496926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095971,unknown,,,17.3804748,78.4498145,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095972,unknown,,,17.380586,78.4498263,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095973,unknown,,,17.3806032,78.4497285,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095974,unknown,,,17.3805991,78.4497278,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095975,unknown,,,17.3807214,78.449801,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095976,unknown,,,17.3806776,78.450033,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095977,unknown,,,17.3808449,78.4500415,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095978,unknown,,,17.3808671,78.4499173,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095979,unknown,,,17.380891,78.4497835,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095980,unknown,,,17.380891,78.4497835,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095981,unknown,,,17.3809873,78.4496846,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095982,unknown,,,17.380762,78.4495733,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095983,unknown,,,17.3807019,78.4496316,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095984,unknown,,,17.3807687,78.4495129,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095985,unknown,,,17.3808842,78.4494433,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095986,unknown,,,17.3808816,78.4494344,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095987,unknown,,,17.3809782,78.4493802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095988,unknown,,,17.3810337,78.4494417,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095989,unknown,,,17.3811109,78.4494502,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095990,unknown,,,17.3812701,78.449739,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095991,unknown,,,17.3812863,78.4494683,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095992,unknown,,,17.3811353,78.4494553,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095993,unknown,,,17.3815416,78.4496411,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095994,unknown,,,17.3813401,78.4499,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095995,unknown,,,17.3814281,78.449999,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095996,unknown,,,17.3810883,78.4500379,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095997,unknown,,,17.3811081,78.4499502,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095998,unknown,,,17.3812063,78.449965,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B095999,unknown,,,17.3811852,78.4497315,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096000,unknown,,,17.3809731,78.4500147,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096001,unknown,,,17.3809963,78.4500667,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096002,unknown,,,17.3810886,78.4500432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096003,unknown,,,17.3809774,78.4503068,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096004,unknown,,,17.3810345,78.4503157,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096005,unknown,,,17.3810666,78.4503063,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096006,unknown,,,17.3810593,78.4502925,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096007,unknown,,,17.3811603,78.4503066,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096008,unknown,,,17.3813559,78.4500266,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096009,unknown,,,17.3815569,78.450072,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096010,unknown,,,17.3814589,78.450314,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096011,unknown,,,17.381372,78.4506312,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096012,unknown,,,17.3812868,78.4506406,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096013,unknown,,,17.3811488,78.4503258,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096014,unknown,,,17.3811444,78.4504295,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096015,unknown,,,17.3810645,78.450382,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096016,unknown,,,17.3809932,78.4504364,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096017,unknown,,,17.3809924,78.4504361,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096018,unknown,,,17.3810825,78.4506073,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096019,unknown,,,17.3809301,78.4506058,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096020,unknown,,,17.3809156,78.4504407,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096021,unknown,,,17.3809131,78.4503797,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096022,unknown,,,17.3809113,78.4503138,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096023,unknown,,,17.3808175,78.4502054,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096024,unknown,,,17.3808218,78.4501711,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096025,unknown,,,17.380785,78.4503774,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096026,unknown,,,17.3806029,78.4504065,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096027,unknown,,,17.3807108,78.4502731,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096028,unknown,,,17.3806152,78.4501337,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096029,unknown,,,17.3805588,78.4499913,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096030,unknown,,,17.3805195,78.4500954,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096031,unknown,,,17.3805898,78.4501897,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096032,unknown,,,17.3805085,78.4501509,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096033,unknown,,,17.3805857,78.4502172,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096034,unknown,,,17.380577,78.4502729,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096035,unknown,,,17.3806697,78.4504337,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096036,unknown,,,17.3806573,78.450546,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096037,unknown,,,17.3805743,78.4506138,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096038,unknown,,,17.3804759,78.4506206,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096039,unknown,,,17.3806641,78.4506671,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096040,unknown,,,17.3805861,78.4508464,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096041,unknown,,,17.3804754,78.4508984,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096042,unknown,,,17.3804383,78.451283,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096043,unknown,,,17.3805513,78.4512683,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096044,unknown,,,17.3805218,78.4510766,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096045,unknown,,,17.3806374,78.4510638,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096046,unknown,,,17.3807907,78.4510091,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096047,unknown,,,17.3806801,78.4511396,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096048,unknown,,,17.3808126,78.4511715,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096049,unknown,,,17.3808838,78.451008,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096050,unknown,,,17.3811655,78.450743,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096051,unknown,,,17.3813725,78.4507774,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096052,unknown,,,17.3814682,78.4508404,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096053,unknown,,,17.38128,78.4509978,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096054,unknown,,,17.3813356,78.4510309,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096055,unknown,,,17.3812909,78.4510588,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096056,unknown,,,17.3812985,78.4511621,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096057,unknown,,,17.3816272,78.4510874,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096058,unknown,,,17.3816175,78.4512346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096059,unknown,,,17.3815707,78.4513729,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096060,unknown,,,17.3813053,78.4512378,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096061,unknown,,,17.3812981,78.4512597,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096062,unknown,,,17.3811231,78.4510557,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096063,unknown,,,17.3810479,78.4511203,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096064,unknown,,,17.3810531,78.4511766,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096065,unknown,,,17.3810204,78.4514574,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096066,unknown,,,17.3810191,78.4514543,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096067,unknown,,,17.3810272,78.4515302,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096068,unknown,,,17.3810898,78.4515744,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096069,unknown,,,17.3810898,78.4515744,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096070,unknown,,,17.3810843,78.4515145,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096071,unknown,,,17.3811679,78.4515161,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096072,unknown,,,17.3811875,78.4516449,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096073,unknown,,,17.3811612,78.4514433,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096074,unknown,,,17.3811572,78.4513994,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096075,unknown,,,17.3811493,78.4513145,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096076,unknown,,,17.381294,78.4513178,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B096077,unknown,,,17.3814744,78.4514258,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
