building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone
B084854,unknown,,,17.3978536,78.4522946,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084855,unknown,,,17.3977813,78.4523155,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084856,unknown,,,17.3977974,78.4522759,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084857,unknown,,,17.3977037,78.452304,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084858,unknown,,,17.39762,78.4522889,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084859,unknown,,,17.397696,78.4522999,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084860,unknown,,,17.3976598,78.4523708,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084861,unknown,,,17.3977117,78.452412,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084862,unknown,,,17.3977037,78.4523254,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084863,unknown,,,17.3977817,78.4523832,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084864,unknown,,,17.3977807,78.4523522,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084865,unknown,,,17.3977833,78.4524165,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084866,unknown,,,17.3978281,78.4525043,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084867,unknown,,,17.3978901,78.4524928,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084868,unknown,,,17.3977265,78.4525152,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084869,unknown,,,17.3976568,78.4525422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084870,unknown,,,17.3976325,78.4524923,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084871,unknown,,,17.3976784,78.4525853,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084872,unknown,,,17.3975618,78.4523736,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084873,unknown,,,17.3974949,78.4524848,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084874,unknown,,,17.3974322,78.4525326,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084875,unknown,,,17.3974866,78.4527935,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084876,unknown,,,17.397512,78.4528269,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084877,unknown,,,17.3978846,78.4529249,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084878,unknown,,,17.3977534,78.4530773,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084879,unknown,,,17.3977992,78.4533033,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084880,unknown,,,17.397638,78.4533396,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084881,unknown,,,17.397579,78.4531285,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084882,unknown,,,17.397344,78.4532523,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084883,unknown,,,17.3972819,78.4533101,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084884,unknown,,,17.3971835,78.4533337,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084885,unknown,,,17.3972095,78.4531051,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084886,unknown,,,17.3973115,78.4530704,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084887,unknown,,,17.3971977,78.4529448,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084888,unknown,,,17.3971515,78.4527491,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084889,unknown,,,17.3971757,78.452954,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084890,unknown,,,17.3970949,78.4529759,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084891,unknown,,,17.3970089,78.4530014,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084892,unknown,,,17.3970517,78.4527791,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084893,unknown,,,17.3969063,78.4528168,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084894,unknown,,,17.3969006,78.4528344,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084895,unknown,,,17.3968181,78.4528534,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084896,unknown,,,17.3969249,78.4530325,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084897,unknown,,,17.3968347,78.4530477,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084898,unknown,,,17.3968874,78.453205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084899,unknown,,,17.3970704,78.4531429,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084900,unknown,,,17.3969628,78.4531738,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084901,unknown,,,17.3970271,78.4533838,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084902,unknown,,,17.3967888,78.4534548,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084903,unknown,,,17.3968548,78.4532977,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084904,unknown,,,17.3970766,78.4535211,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084905,unknown,,,17.3969952,78.4535458,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084906,unknown,,,17.3969347,78.4535613,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084907,unknown,,,17.3968283,78.4535839,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084908,unknown,,,17.3968072,78.4538891,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084909,unknown,,,17.3968947,78.4538712,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084910,unknown,,,17.397082,78.4539741,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084911,unknown,,,17.3970797,78.4538633,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084912,unknown,,,17.397285,78.4537846,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084913,unknown,,,17.3972276,78.4534744,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084914,unknown,,,17.3971459,78.4535004,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084915,unknown,,,17.3973101,78.4534501,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084916,unknown,,,17.3974082,78.4534206,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084917,unknown,,,17.3976901,78.4535679,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084918,unknown,,,17.3974918,78.4533696,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084919,unknown,,,17.3978605,78.4535395,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084920,unknown,,,17.3973747,78.4538035,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084921,unknown,,,17.3973694,78.4539157,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084922,unknown,,,17.3973588,78.4539667,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084923,unknown,,,17.3974361,78.4540759,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084924,unknown,,,17.397504,78.4542526,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084925,unknown,,,17.3978189,78.4542406,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084926,unknown,,,17.3972141,78.4542803,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084927,unknown,,,17.397318,78.4539955,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084928,unknown,,,17.3972411,78.4540335,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084929,unknown,,,17.397224,78.4539736,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084930,unknown,,,17.3971865,78.4540313,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084931,unknown,,,17.3970416,78.4540281,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084932,unknown,,,17.3971545,78.4542393,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084933,unknown,,,17.3969545,78.4541098,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084934,unknown,,,17.3967249,78.4541344,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084935,unknown,,,17.3967899,78.45424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084936,unknown,,,17.3969981,78.454424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084937,unknown,,,17.396992,78.4542975,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084938,unknown,,,17.3967353,78.4544344,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084939,unknown,,,17.3964948,78.4543388,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084940,unknown,,,17.3964508,78.4544326,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084941,unknown,,,17.3964229,78.4545389,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084942,unknown,,,17.3963525,78.454463,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084943,unknown,,,17.3963307,78.4545347,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084944,unknown,,,17.3962332,78.4543756,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084945,unknown,,,17.3963276,78.4543026,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084946,unknown,,,17.3962673,78.4543689,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084947,unknown,,,17.3964187,78.4543849,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084948,unknown,,,17.3964057,78.4543321,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084949,unknown,,,17.3963999,78.4542813,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084950,unknown,,,17.3964052,78.4541926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084951,unknown,,,17.3962016,78.4541363,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084952,unknown,,,17.3965865,78.4539673,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084953,unknown,,,17.3965053,78.4540117,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084954,unknown,,,17.3964984,78.4541926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084955,unknown,,,17.3965594,78.4542279,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084956,unknown,,,17.3967293,78.4539226,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084957,unknown,,,17.3967535,78.4536232,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084958,unknown,,,17.3967814,78.4534598,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084959,unknown,,,17.3967041,78.4534922,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084960,unknown,,,17.3965326,78.4535411,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084961,unknown,,,17.3966622,78.4536511,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084962,unknown,,,17.3963859,78.4536068,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084963,unknown,,,17.3964937,78.4535589,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084964,unknown,,,17.3963402,78.4533752,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084965,unknown,,,17.3962647,78.4534041,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084966,unknown,,,17.3962162,78.4536703,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084967,unknown,,,17.3962382,78.4538338,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084968,unknown,,,17.3963112,78.4538006,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084969,unknown,,,17.3963778,78.4537581,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084970,unknown,,,17.3964412,78.4537336,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084971,unknown,,,17.3965185,78.4537046,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084972,unknown,,,17.3960904,78.4538898,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084973,unknown,,,17.3959019,78.4539746,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084974,unknown,,,17.396025,78.4539152,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084975,unknown,,,17.3959537,78.4537771,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084976,unknown,,,17.3959856,78.4536438,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084977,unknown,,,17.3960375,78.4537441,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084978,unknown,,,17.3961597,78.4538664,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084979,unknown,,,17.3961757,78.4536912,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084980,unknown,,,17.3962013,78.453432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084981,unknown,,,17.3961307,78.4534627,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084982,unknown,,,17.395936,78.4533763,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084983,unknown,,,17.3960059,78.4535092,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084984,unknown,,,17.3958555,78.45359,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084985,unknown,,,17.3959219,78.4535578,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084986,unknown,,,17.3957704,78.4536241,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084987,unknown,,,17.3958784,78.4538099,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084988,unknown,,,17.3958114,78.4538614,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084989,unknown,,,17.3958913,78.4539833,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084990,unknown,,,17.3956668,78.4539264,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084991,unknown,,,17.3957468,78.4540709,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084992,unknown,,,17.3957882,78.4543189,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084993,unknown,,,17.3959111,78.4542261,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084994,unknown,,,17.3958262,78.4541374,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084995,unknown,,,17.3958181,78.4540304,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084996,unknown,,,17.3961198,78.45419,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084997,unknown,,,17.3961113,78.4543401,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084998,unknown,,,17.3959623,78.4544737,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084999,unknown,,,17.3960266,78.4544619,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085000,unknown,,,17.3960372,78.45454,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085001,unknown,,,17.3957701,78.4546061,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085002,unknown,,,17.3959285,78.4543917,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085003,unknown,,,17.3958221,78.4544971,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085004,unknown,,,17.3957981,78.4544113,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085005,unknown,,,17.3958299,78.4546513,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085006,unknown,,,17.395735,78.4546669,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085007,unknown,,,17.3960731,78.4548617,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085008,unknown,,,17.396138,78.4548164,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085009,unknown,,,17.3963953,78.4549177,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085010,unknown,,,17.3963497,78.4547421,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085011,unknown,,,17.3966088,78.4547665,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085012,unknown,,,17.396432,78.4550626,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085013,unknown,,,17.3966831,78.4550259,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085014,unknown,,,17.3965567,78.4552691,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085015,unknown,,,17.39645,78.4551559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085016,unknown,,,17.39657,78.4551353,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085017,unknown,,,17.3960111,78.4550579,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085018,unknown,,,17.3964671,78.4552892,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085019,unknown,,,17.3964915,78.4554158,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085020,unknown,,,17.3965359,78.4553949,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085021,unknown,,,17.3966003,78.4552612,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085022,unknown,,,17.3966334,78.4552562,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085023,unknown,,,17.3966906,78.4555205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085024,unknown,,,17.3965849,78.4555672,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085025,unknown,,,17.3965465,78.4557089,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085026,unknown,,,17.3966424,78.4556843,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085027,unknown,,,17.3965657,78.4557761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085028,unknown,,,17.3967734,78.4558512,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085029,unknown,,,17.3963635,78.4557897,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085030,unknown,,,17.3963931,78.4557566,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085031,unknown,,,17.3961618,78.4558494,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085032,unknown,,,17.3961458,78.4558711,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085033,unknown,,,17.39602,78.4558415,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085034,unknown,,,17.3960503,78.4558457,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085035,unknown,,,17.3959988,78.4558432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085036,unknown,,,17.3959374,78.4555254,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085037,unknown,,,17.3956449,78.4553563,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085038,unknown,,,17.3956822,78.4554884,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085039,unknown,,,17.3957861,78.4556284,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085040,unknown,,,17.3958576,78.4556171,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085041,unknown,,,17.3957474,78.455797,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085042,unknown,,,17.3955662,78.455752,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085043,unknown,,,17.3956486,78.4561134,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085044,unknown,,,17.3959593,78.455958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085045,unknown,,,17.3960833,78.4560404,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085046,unknown,,,17.3960876,78.4561604,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085047,unknown,,,17.396105,78.4561201,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085048,unknown,,,17.3961144,78.4561702,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085049,unknown,,,17.3960508,78.4560332,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085050,unknown,,,17.3960397,78.4562589,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085051,unknown,,,17.3961006,78.4562504,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085052,unknown,,,17.3960385,78.4562739,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085053,unknown,,,17.3957025,78.456352,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085054,unknown,,,17.3958541,78.4568994,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085055,unknown,,,17.3961434,78.4569625,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085056,unknown,,,17.3960099,78.4567041,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085057,unknown,,,17.396284,78.456878,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085058,unknown,,,17.3961805,78.4569024,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085059,unknown,,,17.3967521,78.4565486,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085060,unknown,,,17.3965649,78.4565716,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085061,unknown,,,17.3963445,78.4563941,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085062,unknown,,,17.3961782,78.4562138,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085063,unknown,,,17.3962293,78.4561117,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085064,unknown,,,17.3962189,78.4557856,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085065,unknown,,,17.3964761,78.4560408,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085066,unknown,,,17.3965383,78.4561496,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085067,unknown,,,17.396826,78.4561681,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085068,unknown,,,17.3973789,78.4562469,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085069,unknown,,,17.3969408,78.4565742,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085070,unknown,,,17.3971993,78.4571142,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085071,unknown,,,17.3972259,78.4571923,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085072,unknown,,,17.3972421,78.457129,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085073,unknown,,,17.3971396,78.4569538,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085074,unknown,,,17.3970678,78.456806,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085075,unknown,,,17.3974701,78.4567307,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085076,unknown,,,17.3977726,78.4564598,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085077,unknown,,,17.3974734,78.4563846,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085078,unknown,,,17.3973732,78.4563153,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085079,unknown,,,17.3974374,78.4559592,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085080,unknown,,,17.3979643,78.4560929,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085081,unknown,,,17.3977835,78.4558209,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085082,unknown,,,17.3977816,78.4553845,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085083,unknown,,,17.3975017,78.4555898,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085084,unknown,,,17.3975011,78.4555145,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085085,unknown,,,17.3975031,78.4553344,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085086,unknown,,,17.3973565,78.455531,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085087,unknown,,,17.3973516,78.4556894,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085088,unknown,,,17.3973577,78.455606,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B085089,unknown,,,17.3974443,78.4558381,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
